id,kind,stage,loss,learning_rate,seed,epochs,alpha,train_n,train_mae,train_mse,train_rmse,train_bias,validation_n,validation_mae,validation_mse,validation_rmse,validation_bias
US-natural/gru-mse-0.001-s43,gru,base,mse,0.001,43,30,,205,0.025798461517423397,0.0010738946212519548,0.032770331418097605,0.01324275594685911,200,0.027283700454211822,0.0013863443529152926,0.03723364544219774,0.009093137461700658
US-natural/gru-mse-0.001-s44,gru,base,mse,0.001,44,30,,205,0.012973747727038907,0.0003223621693923068,0.01795444706451042,0.0012399096208161437,200,0.018529988034531278,0.0006830851892547094,0.02613589847804566,-0.005787389293304463
US-natural/gru-mae-0.0001-s42,gru,base,mae,0.0001,42,30,,205,0.014054278958645184,0.00041977026448370927,0.020488295792566773,0.0025512714468638085,200,0.023115736981876713,0.0008819550731303538,0.02969772841700782,-0.009899244844904918
US-natural/gru-mae-0.0001-s43,gru,base,mae,0.0001,43,30,,205,0.013602235441640487,0.00042423463995942584,0.020596957055823217,0.0033197749390621476,200,0.021467020124271263,0.0008923175602506628,0.029871684924869284,-0.006760637290767212
US-natural/gru-mae-0.0001-s44,gru,base,mae,0.0001,44,30,,205,0.014153663584993568,0.0004320409900757489,0.0207855957354065,0.0042083478449108135,200,0.022886478422603888,0.001068383143185385,0.03268613074662379,-0.010751032993188879
US-natural/gru-mae-0.001-s42,gru,base,mae,0.001,42,30,,205,0.022659284378628432,0.0008334620621878992,0.028869743022546968,0.01804726824191334,200,0.021340816066433756,0.0007472210768524826,0.027335344827758852,0.01693368440867327
US-natural/gru-mae-0.001-s43,gru,base,mae,0.001,43,30,,205,0.015227972575328864,0.00045126755415583747,0.021243058964184925,-0.003381529515566867,200,0.016693536871216157,0.0004908973373138213,0.022156203133971788,-0.006894360832861443
US-natural/gru-mae-0.001-s44,gru,base,mae,0.001,44,30,,205,0.013891246124182154,0.0004037754979821529,0.02009416576974901,-0.00042576278464774976,200,0.01440594763446744,0.00039898163477529165,0.019974524644538895,-0.005415123902252694
US-natural/gru-huber-0.0001-s42,gru,base,huber,0.0001,42,30,,205,0.013450081388844874,0.0003837594611971779,0.01958977950864118,-0.0009723918573371785,200,0.024378168109591463,0.0009493181418069283,0.030811006828841674,-0.01425858614592888
US-natural/gru-huber-0.0001-s43,gru,base,huber,0.0001,43,30,,205,0.013431875738998452,0.0004230642525194421,0.02056852577409091,0.00369234603743049,200,0.02167349081711289,0.0009079447979670688,0.03013212236081403,-0.006004678957155724
US-natural/gru-huber-0.0001-s44,gru,base,huber,0.0001,44,30,,205,0.014271189350072636,0.0004367619767456425,0.020898851086737818,0.004854095443989201,200,0.02272353371267916,0.0010409729632480972,0.03226411262142657,-0.011193948067716142
US-natural/gru-huber-0.001-s42,gru,base,huber,0.001,42,30,,205,0.02039192085610645,0.0006360119553366884,0.02521927745469105,-0.014739523947696377,200,0.02358219501858791,0.0007579400571054337,0.027530711162362546,-0.01825384365021326
US-natural/gru-huber-0.001-s43,gru,base,huber,0.001,43,30,,205,0.012532988345217967,0.0003495084751630821,0.018695145764692025,-0.0033441912216597477,200,0.016913180179319195,0.0005191058993900664,0.022783895614886984,-0.009941353663793583
US-natural/gru-huber-0.001-s44,gru,base,huber,0.001,44,30,,205,0.020320874113629272,0.0006381189110901342,0.025261015638531524,-0.012457853857067543,200,0.02217705634688481,0.0007731042726105294,0.027804752698244402,-0.017829213790586967
US-natural/dlinear-mse-0.0001-s42,dlinear,base,mse,0.0001,42,30,,205,0.01668139721390989,0.0004949596017895481,0.02224768756049824,-0.0005107881925668193,200,0.023432304441760324,0.0008668358160843303,0.02944207560761181,-0.011199775166800995
US-natural/dlinear-mse-0.0001-s43,dlinear,base,mse,0.0001,43,30,,205,0.021516270139139326,0.0007300594603163929,0.02701961251232876,-0.0032582899162168443,200,0.030052498822622602,0.0015295187746375977,0.03910906256403492,-0.016565493136635797
US-natural/dlinear-mse-0.0001-s44,dlinear,base,mse,0.0001,44,30,,205,0.018412382833960652,0.0006056146840475613,0.024609239810436268,-0.0018878733164139903,200,0.027531047116666114,0.0013255935903271614,0.0364087021236292,0.002139420317494493
US-natural/dlinear-mse-0.001-s42,dlinear,base,mse,0.001,42,30,,205,0.013714948204492355,0.00033786107254680066,0.01838099759389573,-0.005679581488508522,200,0.02208319862746569,0.0007660111201091613,0.027676905898404925,-0.016153219580641767
US-natural/dlinear-mse-0.001-s43,dlinear,base,mse,0.001,43,30,,205,0.013511086178531459,0.00035006796751993637,0.018710103354068794,0.0021116264966716592,200,0.024980159129577933,0.0009658215021046685,0.031077668865355207,0.008239981144675236
US-natural/dlinear-mse-0.001-s44,dlinear,base,mse,0.001,44,30,,205,0.014169956241976842,0.00037745105177386954,0.019428099540970793,-0.0035691586770148793,200,0.02142912416782167,0.0008086864520154967,0.02843741289244675,-0.002835619222364206
US-natural/dlinear-mae-0.0001-s42,dlinear,base,mae,0.0001,42,30,,205,0.019606711041390324,0.0006296463094473892,0.02509275412240333,-0.014194624917993701,200,0.02881103945319918,0.0013121960728797637,0.03622424702985231,-0.024100220590821283
US-natural/dlinear-mae-0.0001-s43,dlinear,base,mae,0.0001,43,30,,205,0.015558235135029182,0.0005291737624812723,0.02300377713509832,0.007611723487966426,200,0.025188748211499187,0.0010650902350299533,0.03263572023151861,0.005253341108569126
US-natural/dlinear-mae-0.0001-s44,dlinear,base,mae,0.0001,44,30,,205,0.01388934300594107,0.0004117329934534239,0.020291204830010068,0.0013064884724200239,200,0.0255975246256155,0.0011617305992566293,0.03408416933499523,0.003052322318786006
US-natural/dlinear-mae-0.001-s42,dlinear,base,mae,0.001,42,30,,205,0.013942135123984819,0.00037509122709543244,0.019367272061274723,-0.00468109905329371,200,0.018399734102079273,0.0005458540523040732,0.023363519689979788,-0.010784477084866543
US-natural/dlinear-mae-0.001-s43,dlinear,base,mae,0.001,43,30,,205,0.01568482174167601,0.000461694457131059,0.021487076514292467,-0.000476997011049009,200,0.018177749803583595,0.0005371325468391017,0.02317612018520576,0.0010510976091112898
US-natural/dlinear-mae-0.001-s44,dlinear,base,mae,0.001,44,30,,205,0.023057350970471843,0.0008677931052796428,0.029458328283859605,0.014880596126994461,200,0.02221954374006531,0.0007429162203672747,0.02725648950923935,0.015205809421845892
US-natural/dlinear-huber-0.0001-s42,dlinear,base,huber,0.0001,42,30,,205,0.016072013497233095,0.00048483074777581095,0.022018872536435898,-0.005963044715094375,200,0.024773040104363063,0.0009933624048076809,0.031517652273094214,-0.01596156533434131
US-natural/dlinear-huber-0.0001-s43,dlinear,base,huber,0.0001,43,30,,205,0.015524739346676109,0.0005264444758104449,0.022944377869326616,0.00851339794904042,200,0.025033896455490475,0.0010533907485070937,0.0324559817061061,0.006374744124719124
US-natural/dlinear-huber-0.0001-s44,dlinear,base,huber,0.0001,44,30,,205,0.014259600030869034,0.0004301570423897243,0.020740227635918665,0.0030686751628581084,200,0.025307934776722333,0.0011545198773576593,0.03397822651872312,0.004113822350287061
US-natural/dlinear-huber-0.001-s42,dlinear,base,huber,0.001,42,30,,205,0.016951979971788416,0.0004781952360126258,0.021867675596931323,-0.01076099899093504,200,0.02240723425181744,0.0007430271438875944,0.027258524242658375,-0.017605676665893574
US-natural/dlinear-huber-0.001-s43,dlinear,base,huber,0.001,43,30,,205,0.013913522080240527,0.0004159039915078318,0.020393724316755676,0.005566247741893053,200,0.01690161621699808,0.0004931197246109329,0.022206299210155052,0.006457952357837181
US-natural/dlinear-huber-0.001-s44,dlinear,base,huber,0.001,44,30,,205,0.016494431293057478,0.0005387443128197027,0.023210866266033733,0.010006615935935237,200,0.016340132880981368,0.0005070016279480513,0.022516696648221986,0.008192551000052315
US-natural/rnn-post-mae-s42,rnn,posttraining,mae,0.0001,42,5,,205,0.013842070507671896,0.00039698176369964587,0.01992440121307654,0.003947076626936594,200,0.023494691516294866,0.0008433702086914743,0.02904083691444643,0.014601702824243525
US-natural/rnn-post-mse-s42,rnn,posttraining,mse,0.0001,42,5,,205,0.013242100390082492,0.00036802625852924763,0.01918401049127235,0.0001852998539955619,200,0.022051086141925927,0.0007656841916657453,0.027670999108556693,0.011076143546038489
US-natural/rnn-post-mae-s43,rnn,posttraining,mae,0.0001,43,5,,205,0.014741328471893215,0.0003935097797568882,0.019837080928324313,0.005453413532543956,200,0.01850670856668131,0.0006214029176835815,0.024927954542713317,-0.00042190027981140187
US-natural/rnn-post-mse-s43,rnn,posttraining,mse,0.0001,43,5,,205,0.013132594869077403,0.00032766389296856027,0.018101488694816245,0.00289542143328209,200,0.018190733043419047,0.0006010578822318364,0.024516481848581708,-0.001340042851856728
US-natural/rnn-post-mae-s44,rnn,posttraining,mae,0.0001,44,5,,205,0.014073952625181735,0.0003984393574356415,0.01996094580513763,-0.0029437382879993795,200,0.01501790638269312,0.0003976200659687059,0.019940412883606647,-0.0008809924274597362
US-natural/rnn-post-mse-s44,rnn,posttraining,mse,0.0001,44,5,,205,0.013678233204752713,0.0003712802167024978,0.019268632974409415,-0.0008105129473306315,200,0.015190476801698804,0.0004058004045886228,0.020144488193762154,0.0015119566619481847
US-natural/lstm-post-mae-s42,lstm,posttraining,mae,0.0001,42,5,,205,0.013295022554297027,0.00035116171689652913,0.01873930940287099,0.001146962900983607,200,0.020034824842135746,0.0006631046437493679,0.025750818312227825,0.00986768972502015
US-natural/lstm-post-mse-s42,lstm,posttraining,mse,0.0001,42,5,,205,0.01307165248253409,0.00032872780710946874,0.01813085235474242,0.0005121233153420715,200,0.02099414470557375,0.0007275165829738749,0.026972515325306146,0.009718682117768745
